lamp_id,F3_gc_score,F3_tm_score,F3_delta_g_score,F3_hairpin_score,F2_gc_score,F2_tm_score,F2_delta_g_score,F2_hairpin_score,F1_gc_score,F1_tm_score,F1_delta_g_score,F1_hairpin_score,B1_gc_score,B1_tm_score,B1_delta_g_score,B1_hairpin_score,B2_gc_score,B2_tm_score,B2_delta_g_score,B2_hairpin_score,B3_gc_score,B3_tm_score,B3_delta_g_score,B3_hairpin_score,distance_score,dimer_score
NS00311,0.7,0.95,1,0.5,1.0,1,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.7,1.0,1,1.0,1.0,0.44,1,1.0,0.4,1.0
NS00312,1.0,0,1,1.0,0.7,0,1,0.5,1.0,0.99,1,1.0,0,0,1,0.5,0.7,1,1,1.0,0,0,0,1.0,0.8,1.0
NS00313,0.7,1,1,1.0,0.7,0.84,1,0.5,0,0,1,1.0,0.7,0.84,1,0.5,0,0.97,1,1.0,1.0,0.97,1,1.0,0.4,1.0
NS00314,1.0,0,1,1.0,0.7,0,1,1.0,0,0.6,1,1.0,0.7,0.98,1,1.0,1.0,0.9,1,1.0,0.7,0.51,1,0.5,0.6,0.67
NS00315,0,0,1,1.0,1.0,0.99,1,1.0,0.7,0,1,1.0,0.7,1,1,1.0,1.0,0.04,1,1.0,0.7,0.89,0,0.5,0.6,0.67
NS00316,0.7,0.65,1,1.0,0,0.64,1,1.0,0.7,0.8,1,1.0,1.0,1,0,1.0,1.0,0.41,1,0.5,0,0.07,1,1.0,0.4,1.0
NS00317,0,0,1,1.0,1.0,0.18,1,1.0,0.7,0,1,1.0,0.7,0.18,0,1.0,1.0,0.99,1,1.0,0.7,0.2,1,1.0,0.6,1.0
NS00318,0.7,0.77,1,1.0,0,0.96,1,1.0,0,0,1,0.5,0.7,0.81,1,1.0,1.0,0.82,1,1.0,1.0,0.04,1,1.0,0.8,0.67
NS00319,1.0,1,1,1.0,1.0,0.1,1,0.5,0,0,1,1.0,1.0,1.0,1,1.0,0.7,0,1,1.0,1.0,0,1,0.5,0.4,1.0
NS00320,0.7,0.78,1,1.0,0,0.53,0,1.0,1.0,0,1,1.0,1.0,0.82,1,1.0,0.7,0.53,0,1.0,0.7,0.57,1,1.0,0.6,1.0
NS00321,0.7,0,1,1.0,1.0,0.61,1,1.0,0,0,1,0.5,0.7,0,1,1.0,0,0.3,1,1.0,0.7,0.4,1,1.0,0.6,1.0
NS00322,0,0,1,1.0,0,0.97,1,1.0,0,0,1,1.0,1.0,0.98,1,1.0,1.0,0,1,0.5,1.0,0.06,1,1.0,0.4,1.0
NS00323,0.7,0,1,1.0,0.7,1.0,1,0.5,0,0,1,1.0,1.0,0.66,1,1.0,0,0,1,1.0,1.0,1,1,1.0,0.6,1.0
NS00324,0,0.97,1,1.0,1.0,1,1,1.0,0.7,0.58,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.2,0.67
NS00325,0,0,1,1.0,0,0.78,1,1.0,1.0,0.89,1,1.0,0,0,1,1.0,1.0,1,1,1.0,0.7,0.13,1,1.0,0.6,1.0
NS00326,0.7,0,1,1.0,0.7,0.54,1,1.0,0.7,0.19,1,1.0,0,0.99,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0.6,1.0
NS00327,1.0,0,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,0.7,0.64,1,1.0,1.0,0.99,0,1.0,1.0,0.77,1,1.0,0.4,1.0
NS00328,1.0,0.42,1,1.0,1.0,0,1,1.0,0,0.84,1,1.0,1.0,0.26,1,1.0,0,1,1,1.0,0,0.9,1,1.0,0.2,1.0
NS00329,0,0,1,1.0,0.7,0.93,1,1.0,0.7,0,1,1.0,1.0,0.09,1,1.0,0,0,1,1.0,0.7,1.0,1,1.0,0.2,1.0
NS00330,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,0,1,0.5,0,0,0,1.0,0,0,1,1.0,0.2,1.0
NS00331,0.7,0.05,1,1.0,0,0,1,1.0,0,0,1,1.0,1.0,0.72,1,1.0,0,0,1,1.0,0.7,1,0,1.0,0.8,1.0
NS00332,1.0,0.99,1,1.0,0.7,0.19,1,1.0,1.0,0.72,1,1.0,0,0,1,1.0,0.7,0.79,1,1.0,0.7,0.53,1,1.0,0.8,0.67
NS00333,1.0,0.84,1,1.0,0.7,0.88,1,1.0,1.0,0.88,1,1.0,1.0,1,1,0.5,1.0,1.0,1,1.0,0,0,1,1.0,0.4,1.0
NS00334,1.0,0,1,1.0,1.0,0.87,1,1.0,1.0,1,1,1.0,0.7,0,1,1.0,0.7,0.89,1,1.0,0,0.6,1,1.0,0.2,1.0
NS00335,1.0,1.0,1,1.0,1.0,0.64,0,1.0,0.7,1,1,1.0,0.7,0,1,1.0,0,0.64,1,1.0,1.0,1,1,1.0,0.6,1.0
NS00336,1.0,0,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0.7,0.85,1,0.5,1.0,0.97,1,1.0,0,0,1,1.0,0.6,1.0
NS00337,0,0,1,1.0,1.0,0.96,1,1.0,0.7,0.87,1,1.0,0,0,1,1.0,1.0,0,1,0.5,0.7,1.0,1,1.0,0.4,1.0
NS00338,1.0,0.63,1,1.0,1.0,0,1,1.0,1.0,0.95,1,0.5,0,0,1,1.0,1.0,0.65,1,1.0,0,1.0,1,0.5,0.6,0
NS00339,0.7,0.99,1,1.0,1.0,1,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,0.69,1,1.0,0.7,0.93,1,1.0,0.8,1.0
NS00340,0.7,0,1,1.0,1.0,0.12,1,1.0,1.0,0.97,1,1.0,0,0.25,1,1.0,1.0,0.84,1,1.0,0.7,0,1,1.0,0.4,1.0
NS00341,1.0,0.7,1,1.0,1.0,1,1,1.0,0,0.34,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0.7,0.85,1,1.0,0.4,1.0
NS00342,0.7,1,1,1.0,1.0,0,1,1.0,0.7,0,1,0.5,1.0,0,1,1.0,0,0.67,1,1.0,1.0,0,1,1.0,0.6,1.0
NS00343,0,0,0,1.0,0,0,0,1.0,0.7,0,1,0.5,0,0.69,1,0.5,1.0,0.3,1,1.0,0,0.96,1,1.0,0.8,1.0
NS00344,0.7,0.77,1,1.0,1.0,0.82,1,1.0,0,0,1,1.0,0,0,1,0.5,0.7,0.83,1,1.0,1.0,0.46,0,1.0,0.6,0.67
NS00345,0.7,0,1,1.0,1.0,0.85,1,1.0,0.7,0.83,1,1.0,0.7,0.38,0,1.0,0,0,1,1.0,0.7,1,1,1.0,0.4,1.0
NS00346,1.0,0,1,0.5,0.7,0.55,1,1.0,0.7,1,0,1.0,0.7,0.34,1,1.0,1.0,0,1,1.0,1.0,0.02,1,1.0,0.6,1.0
NS00347,0,0,1,0.5,1.0,0,1,1.0,0,0,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,0.31,1,1.0,0.4,1.0
NS00348,0.7,0.99,1,1.0,0.7,0.83,1,1.0,1.0,0.95,1,1.0,0.7,0.87,1,1.0,0.7,0.99,1,1.0,0.7,0,1,1.0,0.6,1.0
NS00349,1.0,0,1,1.0,0.7,1.0,1,1.0,0.7,0,1,1.0,0,0.76,1,1.0,0.7,0.99,1,1.0,0.7,0,1,1.0,0.6,1.0
NS00350,0,0.99,1,1.0,0.7,0,1,1.0,1.0,0.47,1,1.0,0.7,0,1,1.0,0,0.61,1,1.0,0,0,1,1.0,0.8,1.0
NS00351,1.0,0,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,1.0,0.03,1,1.0,1.0,0.66,1,0.5,0.7,0,0,1.0,0.6,1.0
NS00352,1.0,1,1,1.0,1.0,0.4,0,1.0,0,0,1,1.0,0,0,1,1.0,1.0,0.23,1,1.0,0.7,0.48,1,1.0,0.6,0
NS00353,1.0,0.96,1,1.0,0.7,0.19,1,1.0,0.7,0,1,1.0,0.7,0.4,1,1.0,0.7,0.88,1,1.0,0.7,0.91,1,1.0,0.4,1.0
NS00354,0,0,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0,1,1.0,1.0,0.96,1,1.0,0.4,1.0
NS00355,0.7,0.97,1,1.0,1.0,0.99,1,1.0,0,0,1,1.0,0.7,0.4,1,1.0,0.7,0.96,1,1.0,0,0,1,1.0,0.2,0.67
NS00356,0.7,1,1,1.0,0.7,0.46,1,1.0,1.0,0.66,1,1.0,0,0,1,1.0,0,1.0,1,1.0,0.7,0.9,1,1.0,0.4,1.0
NS00357,0.7,0.14,1,1.0,1.0,0.61,1,1.0,0.7,0.93,1,1.0,1.0,0.91,1,1.0,0,0,1,1.0,0,0,1,1.0,0.8,1.0
NS00358,0.7,0.92,1,1.0,0.7,0.98,0,1.0,1.0,0.83,1,1.0,0,0,1,0.5,0,0,1,1.0,0,1.0,1,1.0,0.8,1.0
NS00359,1.0,1,1,1.0,0,0,1,1.0,1.0,1.0,1,1.0,1.0,0,1,1.0,0.7,1,1,1.0,1.0,0,1,1.0,0.6,0.33
NS00360,0,0,1,1.0,0,0,1,0.5,0.7,0.81,1,1.0,0.7,0.84,0,1.0,0.7,0.99,1,1.0,1.0,0.82,1,1.0,0.4,1.0
NS00361,0.7,0.93,1,1.0,1.0,0.42,1,1.0,0,0,1,1.0,1.0,0.96,1,1.0,0.7,0,1,1.0,1.0,0.69,1,0.5,0.6,1.0
NS00362,1.0,0.39,1,1.0,0,0,1,1.0,0,0,0,0.5,0.7,0.18,1,1.0,0,0,1,1.0,1.0,0.52,1,1.0,0.6,1.0
NS00363,0.7,0.62,1,1.0,0.7,0.56,1,1.0,1.0,0.88,1,1.0,0,0,1,1.0,0.7,0.91,1,0.5,1.0,0.39,1,1.0,0.4,1.0
NS00364,0.7,0.73,1,1.0,1.0,0.65,1,1.0,0.7,0,1,1.0,0.7,0.05,1,1.0,1.0,0,1,1.0,0.7,1,1,1.0,0.4,1.0
NS00365,0,0,1,1.0,1.0,0.8,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,1,1,1.0,1.0,1.0,1,1.0,0.8,0.67
NS00366,0.7,1,1,1.0,0.7,0.94,1,1.0,0.7,0.72,1,1.0,1.0,1,1,1.0,1.0,0.41,1,1.0,0.7,1,1,1.0,0.6,0.67
NS00367,0,0.7,1,1.0,0.7,0.13,1,1.0,0,0,1,1.0,0,0,1,1.0,0,0,1,1.0,0,0.98,1,1.0,0.2,1.0
NS00368,0.7,0,1,0.5,0,0,1,1.0,0,0,1,1.0,0.7,0.77,1,1.0,0.7,1.0,1,1.0,0.7,0.46,1,1.0,0.2,0.67
NS00369,0.7,0,1,1.0,0,0.33,1,1.0,0,0,0,0.5,0.7,0.33,1,1.0,0.7,0,1,1.0,1.0,0.96,1,0.5,0.8,1.0
NS00370,0,0,1,1.0,1.0,0.74,1,1.0,1.0,1,1,1.0,1.0,0.84,1,0.5,1.0,1,1,1.0,1.0,0,1,0.5,0.6,1.0
NS00371,1.0,0.68,1,0.5,0,0,1,1.0,0.7,0.89,1,1.0,0.7,0,1,1.0,0,0,0,1.0,0.7,1.0,1,1.0,0.8,1.0
NS00372,1.0,0,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0.7,0,1,1.0,0,0,0,1.0,0,1,1,0.5,0.6,1.0
NS00373,0.7,0.77,1,1.0,0,0.91,1,1.0,0.7,0,1,1.0,0.7,0,1,0.5,0,1,1,1.0,1.0,1,1,1.0,0.6,1.0
NS00374,0.7,1,1,1.0,1.0,0.91,1,1.0,0.7,0,1,1.0,0.7,0.18,0,1.0,0.7,1.0,1,1.0,0.7,1,1,1.0,0.4,1.0
NS00375,1.0,0,1,1.0,0.7,0,1,1.0,0.7,0,1,1.0,0,0,1,1.0,1.0,0.54,1,1.0,0.7,0.7,1,1.0,0.8,1.0
NS00376,0.7,0.37,1,1.0,0.7,0.14,1,1.0,1.0,1,1,1.0,0,0,1,1.0,1.0,1.0,1,1.0,0,0,1,1.0,0.6,1.0
NS00377,0.7,0.29,1,1.0,1.0,1,1,1.0,1.0,0.84,1,1.0,0,0,1,1.0,0,0,1,0.5,0,0,1,1.0,0.6,1.0
NS00378,0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,0.5,0,0,1,1.0,1.0,0,1,1.0,1.0,0.98,1,0.5,0.2,0.67
NS00379,1.0,1.0,1,0.5,0,0,1,1.0,0.7,0.96,1,1.0,0.7,0.97,1,1.0,1.0,0.88,1,1.0,0.7,0,1,1.0,0.8,1.0
NS00380,0,0,1,1.0,1.0,0.72,1,1.0,1.0,0.02,1,1.0,0.7,0.97,1,1.0,1.0,0.97,1,1.0,0,0,1,1.0,0.6,1.0
NS00381,0.7,0.99,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0,0,0.5,0.7,0.51,1,1.0,0.4,0.67
NS00382,1.0,1,1,1.0,0,0,1,0.5,1.0,0.61,1,1.0,0.7,0,1,1.0,0.7,0.1,0,1.0,0.7,1.0,1,1.0,0.4,1.0
NS00383,0.7,0.96,1,1.0,1.0,0.64,1,1.0,1.0,1.0,1,1.0,0.7,0.82,1,1.0,1.0,0.91,1,1.0,0,0,1,1.0,0.2,1.0
NS00384,1.0,0.7,1,1.0,0,0.33,1,1.0,0,1,1,0.5,1.0,1.0,1,1.0,0.7,0.48,1,1.0,0,1,1,1.0,0.2,0.67
NS00385,1.0,0.94,1,1.0,0,0,1,1.0,0,0.92,1,1.0,1.0,0.95,1,1.0,0,0.57,1,1.0,0.7,1,1,1.0,0.6,1.0
NS00386,1.0,0,1,1.0,0.7,1,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0.7,0.98,1,1.0,1.0,0,1,0.5,0.2,1.0
NS00387,1.0,0.84,1,1.0,0.7,1.0,1,0.5,0.7,1,1,1.0,0,0,1,1.0,0,0,1,1.0,0.7,1,1,1.0,0.4,0.67
NS00388,0.7,0,1,1.0,0.7,1.0,1,1.0,1.0,1,1,1.0,0.7,0.8,1,1.0,0,0,1,1.0,1.0,0.92,1,0.5,0.8,1.0
NS00389,0,0,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,0.7,0.19,1,1.0,0.7,0.95,0,1.0,0,0,1,0.5,0.4,1.0
NS00390,0,0,1,1.0,1.0,0.98,1,0.5,0.7,0.98,1,0.5,1.0,0.86,1,1.0,1.0,1,1,1.0,0,0,1,1.0,0.8,0
NS00391,0.7,0.92,1,1.0,1.0,0.36,1,1.0,0,0,1,1.0,0.7,0.58,0,1.0,0.7,0.94,1,1.0,0.7,0.86,1,0.5,0.8,0.67
NS00392,0.7,0.92,1,1.0,1.0,0,1,1.0,0,0,1,1.0,0.7,0.87,1,1.0,0.7,0.83,1,0.5,0.7,0.83,1,1.0,0.6,1.0
NS00393,1.0,1,1,0.5,0.7,1.0,1,1.0,0,0,1,1.0,0.7,0.37,1,1.0,0,0.87,1,0.5,0.7,0.91,1,1.0,0.4,1.0
NS00394,0,0,1,1.0,0.7,1,1,1.0,0.7,0.65,1,1.0,1.0,0.09,1,1.0,0.7,0.82,1,1.0,0,0,1,1.0,0.4,1.0
NS00395,1.0,0.89,1,1.0,1.0,0.61,1,1.0,0.7,0.25,1,0.5,1.0,0.91,1,1.0,0.7,0,1,1.0,0.7,1,1,1.0,0.6,0
NS00396,0,0,1,1.0,1.0,0.93,1,1.0,1.0,0.99,1,1.0,1.0,0.19,1,1.0,0.7,0.96,1,1.0,0.7,0.61,1,1.0,0.6,0.67
NS00397,0,0,1,1.0,0.7,0,1,0.5,1.0,0,0,1.0,0.7,0,1,1.0,0.7,0,1,1.0,1.0,0,1,1.0,0.6,0.67
NS00398,0,0,1,1.0,0.7,0.49,1,1.0,1.0,0.99,1,1.0,1.0,0.89,1,1.0,1.0,1,1,1.0,0.7,0.99,1,1.0,0.4,1.0
NS00399,0.7,1,1,1.0,0.7,0.1,1,1.0,0.7,0,1,1.0,1.0,0.55,1,1.0,1.0,0.65,1,1.0,0.7,1,1,0.5,0.8,1.0
NS00400,0,0,1,1.0,0.7,0.66,1,1.0,1.0,0,1,1.0,0.7,0.88,1,1.0,1.0,1,1,1.0,0.7,0.99,1,1.0,0.4,0
NS00401,1.0,0,1,1.0,0,0.22,1,1.0,0.7,0.6,1,1.0,0,0,0,1.0,1.0,0.24,1,1.0,0.7,0.86,1,1.0,0.4,1.0
NS00402,0.7,1.0,1,1.0,0,0,1,0.5,1.0,0,1,1.0,1.0,0,1,0.5,1.0,0.5,1,1.0,1.0,0.6,1,1.0,0.2,1.0
NS00403,0,0,1,1.0,0.7,1,0,1.0,0.7,0.99,1,1.0,1.0,0.02,1,1.0,1.0,0.99,1,1.0,1.0,0.82,1,0.5,0.8,1.0
NS00404,1.0,0,1,1.0,0,0.4,1,1.0,0,0,1,1.0,1.0,0.88,1,1.0,0,0,0,1.0,1.0,0.79,1,1.0,0.6,0
NS00405,0.7,0.01,1,0.5,0,0,0,0.5,0.7,0.44,1,1.0,1.0,1,1,1.0,0.7,0.98,1,1.0,0.7,0.56,1,0.5,0.0,1.0
NS00406,0.7,0.8,1,1.0,0,1.0,1,1.0,0.7,0,1,1.0,0,0.95,1,1.0,1.0,0.9,1,1.0,0.7,0.36,1,1.0,0.4,1.0
NS00407,1.0,0.99,0,1.0,0.7,0.7,1,1.0,0.7,0.26,1,1.0,1.0,0,1,1.0,0,0.99,1,1.0,0.7,0.94,1,1.0,0.6,1.0
NS00408,1.0,1.0,0,0.5,0.7,0.87,1,1.0,0,0,1,1.0,0,0,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.4,0
NS00409,1.0,1,1,1.0,0,0,1,1.0,0.7,0,1,1.0,0,0,1,1.0,0,0,1,0.5,0,0,1,1.0,0.2,1.0
NS00410,0.7,0,1,1.0,0.7,0.84,1,1.0,0,0,1,1.0,1.0,0.93,1,1.0,1.0,0.62,1,0.5,0.7,1,1,1.0,0.4,0.33
NS00411,0.7,0.96,1,1.0,0.7,0,1,1.0,1.0,0.98,0,1.0,0,0,1,1.0,1.0,1,1,1.0,1.0,0.58,1,1.0,0.6,1.0
NS00412,1.0,0.85,1,0.5,1.0,0.27,1,1.0,0,0,0,1.0,0.7,0.54,1,1.0,1.0,0.97,1,1.0,0,0.75,1,1.0,0.4,1.0
NS00413,0,0,1,0.5,1.0,0,0,1.0,0.7,1,1,1.0,1.0,0.41,0,1.0,1.0,0,1,1.0,0,0.74,1,1.0,0.6,0.67
NS00414,1.0,0.13,1,1.0,1.0,1,1,1.0,0,0,1,1.0,0,0,1,1.0,1.0,0.36,1,1.0,0,0,1,1.0,0.2,1.0
NS00415,0.7,0.62,1,1.0,1.0,0.84,1,1.0,1.0,1,0,1.0,1.0,0.92,1,1.0,0.7,0.98,1,1.0,1.0,0.61,1,1.0,0.6,0
