lamp_id,F3_gc_score,F3_tm_score,F3_delta_g_score,F3_hairpin_score,F2_gc_score,F2_tm_score,F2_delta_g_score,F2_hairpin_score,F1_gc_score,F1_tm_score,F1_delta_g_score,F1_hairpin_score,B1_gc_score,B1_tm_score,B1_delta_g_score,B1_hairpin_score,B2_gc_score,B2_tm_score,B2_delta_g_score,B2_hairpin_score,B3_gc_score,B3_tm_score,B3_delta_g_score,B3_hairpin_score,distance_score,dimer_score
LPB00577,0,0.88,1,1.0,0,0.97,1,1.0,1.0,0.75,1,0.5,0.7,0.84,1,1.0,0.7,0.66,1,1.0,0.7,1.0,1,1.0,0.49,0
LPB00578,0,1,1,1.0,0.7,0.98,1,1.0,0.7,1,1,0.5,0.7,0.88,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,0.69,1.0
LPB00582,0,0.07,1,1.0,0,0.11,1,1.0,0,0.0,1,1.0,1.0,1,1,1.0,0.7,0.19,1,1.0,0,0.29,1,1.0,0.39,1.0
LPB00583,0.7,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0,1,1,0.5,0.7,1,1,1.0,0.6,1.0
LPB00586,1.0,1,1,1.0,1.0,0.82,1,1.0,1.0,1,1,1.0,0.7,0.93,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.56,1.0
LPB00588,0.7,0.64,1,1.0,0,0.87,1,1.0,0.7,0.94,1,1.0,0,0.27,1,0.5,0,0.72,1,1.0,0,0.86,1,1.0,0.63,0.33
LPB00589,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,0,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.74,1.0
LPB00590,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.57,0.67
LPB00592,1.0,0.83,1,1.0,0.7,0.86,1,1.0,1.0,0.86,1,1.0,0.7,1,1,0.5,1.0,0,1,1.0,1.0,0,1,1.0,0.6,1.0
LPB00594,0.7,1.0,1,1.0,0,0.42,1,1.0,1.0,0.97,1,1.0,1.0,0.07,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.61,1.0
LPB00596,0,0.44,1,1.0,0,0.53,1,1.0,0,0.57,1,0.5,0.7,0.52,1,1.0,0,0.87,1,0.5,0,0.68,1,1.0,0.37,1.0
LPB00602,0.7,0.99,1,1.0,0.7,0.99,1,0.5,0,0.99,1,1.0,0,1,1,1.0,1.0,0.99,1,1.0,1.0,1,1,1.0,0.88,1.0
LPB00603,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,0.5,1.0,1.0,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.44,1.0
LPB00604,0.7,0.88,1,1.0,0,0,1,1.0,0.7,0.6,1,1.0,0.7,0.68,1,1.0,0.7,0.94,1,1.0,0.7,0.82,1,1.0,0.56,1.0
LPB00605,0.7,1,1,1.0,1.0,0.86,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0
LPB00613,0.7,1,1,1.0,1.0,0.86,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.65,1.0
LPB00617,0.7,1,1,1.0,1.0,0.99,1,1.0,0,1,1,0.5,0.7,1,1,0.5,1.0,0.84,1,1.0,0.7,0.97,1,1.0,0.54,0.67
LPB00618,0,1,1,1.0,1.0,1,1,1.0,0,1,1,1.0,0.7,1,1,1.0,0,1,1,1.0,0.7,1.0,1,1.0,0.86,1.0
LPB00621,1.0,0.93,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0.48,1,1.0,0.86,1.0
LPB00624,0,0,1,1.0,0,0.95,1,1.0,0,1.0,1,1.0,0,1,1,1.0,0,0.74,1,1.0,0,0.9,1,1.0,0.5,0.67
LPB00625,0.7,0.52,1,1.0,0.7,0.67,1,0.5,0.7,0.53,1,1.0,0.7,0.23,1,0.5,0.7,0.2,1,1.0,0.7,0.02,1,1.0,0.8,1.0
LPB00628,1.0,1,1,1.0,1.0,0.88,1,1.0,1.0,0.93,1,1.0,0.7,1.0,1,1.0,1.0,0.99,1,1.0,1.0,0.9,1,1.0,0.58,1.0
LPB00630,1.0,1,1,1.0,1.0,0.97,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.65,0.67
LPB00632,0.7,0.78,1,1.0,0.7,0.89,1,1.0,0.7,0.37,1,1.0,1.0,0.99,1,1.0,1.0,0.61,1,1.0,0.7,0.44,1,1.0,0.6,1.0
LPB00634,1.0,0.97,1,1.0,1.0,1,1,1.0,1.0,0.8,1,1.0,1.0,0.71,1,0.5,0,0.98,1,0.5,1.0,1.0,1,1.0,0.65,0.67
LPB00638,0,0.45,1,1.0,0.7,0.66,1,1.0,0,0.54,1,0.5,0.7,0.62,1,0.5,0.7,0.61,1,0.5,0.7,0.67,1,1.0,0.78,1.0
LPB00639,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.74,0.67
LPB00640,1.0,1,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.51,1.0
LPB00644,1.0,1.0,1,1.0,1.0,0.81,1,1.0,1.0,0.77,1,1.0,1.0,0.99,1,1.0,1.0,0.63,1,1.0,1.0,0.91,1,0.5,0.57,1.0
LPB00646,1.0,0.88,1,1.0,0.7,0.87,1,1.0,1.0,0.88,1,1.0,0.7,0.9,1,1.0,0.7,0.34,1,1.0,0.7,0.86,1,1.0,0.51,1.0
LPB00650,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,0.5,1.0,1.0,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.44,1.0
LPB00652,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.74,0.67
LPB00655,0.7,0.63,1,1.0,0,0.57,1,1.0,1.0,0.36,1,1.0,0.7,0.6,1,1.0,0,0.96,1,1.0,0,0.4,1,1.0,0.42,1.0
LPB00656,0.7,0.49,1,1.0,0,0.84,1,1.0,0.7,0.78,1,1.0,0.7,0.88,1,1.0,0,0.87,1,0.5,0,0.45,1,0.5,0.51,1.0
LPB00658,1.0,0.95,1,1.0,0.7,0.81,1,1.0,1.0,0.47,1,1.0,0.7,0.45,1,1.0,0.7,0.65,1,1.0,1.0,0.64,1,1.0,0.55,1.0
LPB00661,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,0,0.95,1,1.0,1.0,0.96,1,1.0,0.7,1,1,1.0,0.65,1.0
LPB00664,0.7,1.0,1,1.0,0.7,0.95,1,1.0,0.7,1.0,1,1.0,1.0,1,1,1.0,0.7,1.0,1,1.0,0.7,1,1,1.0,0.6,1.0
LPB00665,0.7,0.47,0,1.0,1.0,0.78,1,1.0,0,0.59,1,1.0,0.7,0.41,1,1.0,0,0.76,1,1.0,0.7,0.68,1,1.0,0.96,1.0
LPB00673,1.0,1,1,1.0,1.0,1,1,1.0,1.0,0.97,1,0.5,0,0.98,1,1.0,0,1.0,1,1.0,0,0.97,1,1.0,0.48,1.0
LPB00674,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.7,1,1,1.0,0.7,1,1,1.0,0.59,0.67
LPB00676,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00677,0,1,1,1.0,0.7,0.97,1,1.0,0.7,1,1,0.5,0.7,1.0,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,0.69,1.0
LPB00678,0.7,1,1,1.0,0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0,1.0,1,1.0,1.0,1,1,1.0,0.7,1.0
LPB00679,0.7,1,1,1.0,0,1,1,1.0,0,1,1,1.0,0,1.0,1,1.0,1.0,0.99,1,1.0,0,0.98,1,1.0,0.69,1.0
LPB00685,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.55,0
LPB00686,1.0,1,1,1.0,0.7,1,1,1.0,1.0,0.99,1,0.5,1.0,1.0,1,1.0,1.0,0.92,1,1.0,0,0.84,1,1.0,0.65,1.0
LPB00687,0,1.0,1,1.0,1.0,0.89,1,1.0,0.7,0.99,1,1.0,1.0,1,1,1.0,1.0,0.97,1,1.0,1.0,1,1,1.0,0.57,0.67
LPB00691,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00692,1.0,0.7,1,0.5,0,0.86,1,0.5,1.0,0.58,1,1.0,0.7,0.68,1,1.0,0.7,0.64,1,1.0,0,0.44,1,1.0,0.45,0.67
LPB00697,0.7,0.37,1,1.0,0.7,0.7,1,1.0,0,0.43,1,0.5,0,0.57,1,1.0,0,0.54,1,1.0,0,0.43,1,1.0,0.37,1.0
LPB00698,0,0.64,1,1.0,0,0.34,1,1.0,0.7,0.93,1,1.0,0.7,0.93,1,1.0,0,0.65,1,1.0,0.7,0.4,1,1.0,0.66,1.0
LPB00699,0,0.88,1,1.0,0.7,0.71,1,1.0,0.7,0.48,1,1.0,1.0,0.45,1,1.0,0.7,0.85,1,1.0,1.0,0.69,1,1.0,0.57,0.67
LPB00700,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.56,0
LPB00701,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.5,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,1.0
LPB00702,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.65,1.0
LPB00703,1.0,1,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.49,0.67
LPB00706,0.7,0.43,1,1.0,0,0.95,1,0.5,0,0.36,1,1.0,1.0,0.91,1,1.0,0.7,0.79,1,1.0,0.7,0.82,1,1.0,0.68,1.0
LPB00713,0.7,0.86,1,1.0,0.7,0.88,1,1.0,1.0,0.84,1,1.0,0.7,0.06,1,1.0,1.0,0.79,1,1.0,0.7,0.84,1,1.0,0.23,1.0
LPB00716,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,0.5,1.0,1.0,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.44,1.0
LPB00717,0,0.87,1,1.0,1.0,0.62,1,1.0,0,0.32,1,1.0,0.7,0.37,1,1.0,1.0,0.75,1,1.0,0.7,0.71,1,1.0,0.31,0.67
LPB00719,0,0.49,1,1.0,0,0.55,1,0.5,0.7,0.62,1,1.0,0.7,0.65,0,1.0,0,0.69,1,1.0,0.7,0.65,1,1.0,0.55,1.0
LPB00721,0.7,0.52,1,1.0,0.7,0.42,1,1.0,0.7,0.6,1,1.0,1.0,0.74,1,1.0,0,0.67,1,1.0,0,0.35,1,0.5,0.61,1.0
LPB00723,0,0.66,1,1.0,0.7,0,1,1.0,0.7,0.83,1,1.0,1.0,0.6,1,1.0,0.7,0.74,1,1.0,0,0.46,1,1.0,0.29,1.0
LPB00724,0,0.35,1,1.0,0.7,0.62,1,1.0,0.7,0.46,1,1.0,0.7,0.57,1,1.0,1.0,0.93,1,1.0,0,0.38,1,1.0,0.52,1.0
LPB00729,0.7,1,1,1.0,1.0,0.86,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.65,1.0
LPB00733,0,0.5,1,1.0,0,0.8,1,1.0,0.7,0.91,1,1.0,0.7,0.45,1,0.5,0,0.49,1,1.0,0.7,0.72,1,1.0,0.53,1.0
LPB00734,0,0.99,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,0.94,1,1.0,0,1,1,1.0,0,1,1,1.0,0.61,1.0
LPB00739,0,0.39,0,1.0,0,0.56,1,1.0,0,0,1,1.0,0.7,0.07,1,0.5,0,0.88,1,1.0,0.7,0.73,1,1.0,0.37,0.67
LPB00744,0,0.1,1,1.0,0,0.26,1,1.0,0,0,1,1.0,1.0,0.77,1,1.0,0,0.98,1,1.0,0.7,0.57,1,1.0,0.52,1.0
LPB00747,1.0,1,1,1.0,0,0.88,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,1.0,0.99,1,1.0,0.63,1.0
LPB00749,1.0,0.91,1,1.0,0.7,1.0,1,1.0,0.7,0.87,0,0.5,0.7,1,1,1.0,0.7,0.98,1,1.0,1.0,0.92,1,1.0,0.65,1.0
LPB00751,0,0.53,1,1.0,1.0,0.9,1,1.0,1.0,0.63,1,1.0,0.7,0.79,1,1.0,0.7,0.87,1,1.0,0.7,0.67,1,1.0,0.81,1.0
LPB00752,0,0.64,1,1.0,0,0.92,1,1.0,0.7,0.48,1,1.0,0.7,0.51,1,1.0,0.7,0.49,1,1.0,0,0.61,1,1.0,0.68,1.0
LPB00753,1.0,0.74,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,1.0,0.93,1,1.0,1.0,0.9,1,1.0,0.7,0.96,1,1.0,0.76,1.0
LPB00756,1.0,0.9,1,1.0,1.0,1,1,1.0,0,0.9,1,1.0,0,0.97,1,1.0,1.0,0.94,1,1.0,1.0,1,1,1.0,0.87,1.0
LPB00757,1.0,0.9,1,1.0,1.0,1,1,1.0,0,0.9,1,1.0,0,0.97,1,1.0,1.0,0.94,1,1.0,1.0,1,1,1.0,0.87,1.0
LPB00761,0.7,1,1,1.0,0.7,0.88,1,1.0,0,0.91,1,1.0,0,1,1,1.0,0.7,0,1,1.0,1.0,1,1,1.0,0.8,1.0
LPB00762,0.7,0,1,0.5,0.7,0,1,1.0,1.0,0.95,1,1.0,0.7,0.5,1,0.5,1.0,0.31,1,1.0,0.7,0,1,1.0,1.0,1.0
LPB00763,1.0,0,1,1.0,1.0,0.12,1,1.0,0.7,1,1,1.0,0.7,1,0,1.0,0.7,0.72,1,1.0,0.7,0.8,1,1.0,0.44,1.0
LPB00764,1.0,0.53,1,1.0,0.7,0.48,1,0.5,0.7,0.95,1,1.0,1.0,1,1,1.0,0.7,0.72,1,1.0,1.0,0.91,1,1.0,0.36,0.67
LPB00766,0,0.43,1,1.0,0,0,1,1.0,0.7,0.74,1,1.0,0,0,1,1.0,0,0,1,1.0,0,0.46,1,1.0,0.61,0.67
LPB00767,1.0,0.91,1,1.0,0.7,1.0,1,1.0,0.7,0.87,0,0.5,0.7,1,1,1.0,0.7,0.98,1,1.0,1.0,0.92,1,1.0,0.65,1.0
LPB00769,1.0,0.91,1,1.0,0.7,0.92,1,0.5,1.0,0.22,1,1.0,1.0,0.25,1,1.0,0.7,0.45,1,1.0,1.0,0.99,1,1.0,0.45,1.0
LPB00773,1.0,1,1,1.0,1.0,0.97,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.65,0.67
LPB00775,0,1.0,1,0.5,0.7,0.94,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.52,1.0
LPB00777,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00779,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,0.5,1.0,1.0,1,1.0,1.0,1,1,0.5,1.0,1,1,1.0,0.44,1.0
LPB00783,1.0,1,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.51,1.0
LPB00787,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00788,0.7,0.86,1,1.0,0,0.99,1,1.0,0,0.42,1,1.0,0,0.09,1,1.0,0,0.97,1,1.0,0,0.84,1,1.0,0.69,1.0
LPB00789,0.7,0.56,1,1.0,0.7,0.93,1,1.0,0,0.34,1,1.0,0.7,0.96,1,1.0,0.7,1,1,1.0,0,0.67,1,1.0,0.56,0.67
LPB00799,0.7,0.45,1,1.0,0,1,1,0.5,0.7,0,1,1.0,0.7,0.44,1,1.0,1.0,0.78,1,1.0,0,0.79,1,1.0,0.64,0.33
LPB00803,0,0,1,1.0,0,1,1,1.0,0.7,0.58,1,1.0,1.0,0.57,1,1.0,0,0.98,1,1.0,0,0.96,1,1.0,0.44,0.67
LPB00809,0.7,0.43,1,1.0,0,0.95,1,0.5,0,0.36,1,1.0,1.0,0.91,1,1.0,0.7,0.79,1,1.0,0.7,0.82,1,1.0,0.68,1.0
LPB00816,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00817,1.0,0.81,1,1.0,0.7,0.86,1,1.0,1.0,0.93,1,1.0,0.7,0.88,1,1.0,0.7,0.91,1,1.0,1.0,0.82,1,1.0,0.21,1.0
LPB00819,0,0.45,1,1.0,0,0.5,1,1.0,1.0,0.97,1,1.0,0.7,0.54,1,1.0,0.7,0.49,1,1.0,0,0.49,1,1.0,0.58,1.0
LPB00821,0.7,0.86,1,1.0,0.7,0.88,1,1.0,1.0,0.84,1,1.0,0.7,0.06,1,1.0,1.0,0.79,1,1.0,0.7,0.84,1,1.0,0.23,1.0
LPB00823,0,0.5,1,1.0,0,0.75,1,1.0,0.7,0.91,1,1.0,0.7,0.45,1,0.5,0,0.77,1,1.0,0,0.36,1,1.0,0.62,1.0
LPB00825,0.7,0.41,1,1.0,0,0,1,1.0,0.7,0.82,1,1.0,0,0.72,1,1.0,0,0,1,1.0,0.7,0.46,1,1.0,0.63,1.0
LPB00826,0,0.71,1,1.0,0,0,1,1.0,0,0.37,1,1.0,0,0.35,1,1.0,0,0,1,1.0,0.7,0.42,1,1.0,0.69,0
LPB00828,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00829,0,0.5,1,1.0,0,0.8,1,1.0,0.7,0.91,1,1.0,0.7,0.45,1,0.5,0,0.49,1,1.0,0.7,0.72,1,1.0,0.53,1.0
LPB00830,0,0.44,1,1.0,0,0.53,1,1.0,0,0.57,1,0.5,0.7,0.52,1,1.0,0,0.87,1,0.5,0,0.68,1,1.0,0.37,1.0
LPB00834,0,0.38,1,1.0,0,0.86,1,1.0,0.7,0.9,1,1.0,0,0.07,1,1.0,0.7,1,1,0.5,0.7,0.35,1,1.0,0.61,0
LPB00836,0.7,0.9,1,1.0,0.7,0.44,1,1.0,1.0,0.67,1,1.0,0.7,0.83,1,1.0,0.7,1.0,1,1.0,1.0,0.98,1,1.0,0.55,1.0
LPB00837,0,0.72,1,0.5,1.0,0.91,1,1.0,0,0.43,1,0.5,0.7,0.88,1,1.0,0,0.64,1,1.0,1.0,0.74,1,1.0,0.54,0
LPB00839,0.7,0.7,1,1.0,0.7,0.71,1,0.5,0,0.43,1,0.5,0,0.6,1,0.5,0,0.79,1,1.0,0.7,0.61,1,1.0,0.67,1.0
LPB00840,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00844,0.7,0.65,1,1.0,0,0.9,1,1.0,0,0.36,1,1.0,0,0.29,1,0.5,0.7,0.85,1,0.5,0,0.67,1,1.0,0.92,0.67
LPB00846,0,0.48,1,1.0,0.7,0.93,1,1.0,0.7,0.33,1,1.0,0,0.39,1,1.0,0,0.53,1,1.0,1.0,0.64,1,1.0,0.3,1.0
LPB00847,0,0.36,1,0.5,0,0.74,1,1.0,0,0,1,0.5,0,0.39,0,0.5,0.7,0.99,1,1.0,0,0.34,1,1.0,0.72,1.0
LPB00850,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
LPB00857,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1,1,1.0,0.7,1,1,1.0,0.7,1,1,1.0,0.56,0
LPB00858,0,0.45,1,1.0,0,0.72,1,0.5,0.7,0.43,1,1.0,0,0.38,1,0.5,1.0,0.6,1,1.0,0,0.85,1,1.0,0.37,0.33
LPB00859,0,0.64,1,1.0,0,0.52,1,0.5,0.7,0.84,1,0.5,0,0,1,1.0,0,0.81,1,1.0,0.7,0.75,1,1.0,0.63,1.0
LPB00860,1.0,0.54,1,1.0,0,0.19,1,1.0,0,0.48,1,1.0,0.7,0.6,1,1.0,0,0,1,1.0,0,0.52,1,1.0,0.65,1.0
LPB00862,1.0,0.95,1,1.0,0.7,0.57,1,0.5,0.7,0.77,1,1.0,1.0,0.8,1,1.0,0.7,0.8,1,1.0,0,0.42,1,0.5,0.72,1.0
