lamp_id,F3_gc_score,F3_tm_score,F3_delta_g_score,F3_hairpin_score,F2_gc_score,F2_tm_score,F2_delta_g_score,F2_hairpin_score,F1_gc_score,F1_tm_score,F1_delta_g_score,F1_hairpin_score,B1_gc_score,B1_tm_score,B1_delta_g_score,B1_hairpin_score,B2_gc_score,B2_tm_score,B2_delta_g_score,B2_hairpin_score,B3_gc_score,B3_tm_score,B3_delta_g_score,B3_hairpin_score,distance_score,dimer_score
NS00334,1,1,1.0,2,1,0.38,1.0,2,1,0.73,1.0,2,1.7,0,1.0,2,1,0.62,1.0,2,1.99,0.59,1.0,2,2,1.0
NS00335,0.62,0.25,1.0,2,2,0.79,1.0,2,2,0.9,1.0,1,1.81,1,1.0,2,1,0,1.0,2,1,0,1.0,1,1,1.0
NS00336,2,0.81,1.0,1,1,0.46,1.0,2,2,0.65,1.0,2,0.43,0,1.0,2,1,0.23,1.0,2,0.66,1,1.0,2,3,1.0
NS00337,1,0.28,1.0,2,0.21,0.57,1.0,2,2,1.0,1.0,1,1,0.29,0.5,2,1,0.3,1.0,2,1.88,0.96,1.0,2,2,1.0
NS00338,0.27,0,1.0,2,1,1,1.0,2,2,0,1.0,2,0.54,0,1.0,2,2,0.89,1.0,2,0.32,0,1.0,2,3,0.5
NS00339,1,0,1.0,2,0.54,0,1.0,2,1,0,0.5,1,1.74,0.91,1.0,1,1,0,0.5,2,1,0,0.5,2,0,1.0
NS00340,1,0.97,1.0,2,1,1,1.0,2,0.66,0.86,1.0,2,1,0,1.0,2,1.99,0.8,1.0,2,2,0.21,1.0,2,3,1.0
NS00341,2,0.55,1.0,2,1,0.1,0.5,2,1.7,1,1.0,2,1.9,0.91,1.0,2,1,0.92,1.0,2,1,0.38,1.0,2,2,1.0
NS00342,1.93,0,1.0,2,1,0,1.0,2,1,0,1.0,2,1,0,1.0,2,1,0,1.0,2,1,0.79,1.0,2,2,0.5
NS00343,1,0.99,1.0,2,1,0.96,1.0,2,1.84,0.75,1.0,2,1,0.24,1.0,2,1,0,1.0,2,1,0.47,1.0,2,0,1.0
NS00344,1.84,0,1.0,2,1,0.91,1.0,2,1,0,0.5,2,1,0,1.0,2,1,1.0,1.0,2,1,0.98,0.5,2,2,1.0
NS00345,1,0.2,1.0,2,1,0.64,1.0,2,2,1,1.0,2,0.57,0.95,1.0,2,1.92,0.35,1.0,2,0.37,0,1.0,2,1,1.0
NS00346,1,0.65,1.0,2,1,0.35,0.5,1,1,0,1.0,2,1,0,1.0,2,1,0.26,1.0,2,1,0,1.0,2,4,1.0
NS00347,1,0.32,1.0,2,2,1,1.0,2,1.77,0.6,1.0,2,1.7,1,1.0,2,1.77,0,1.0,2,0.36,0.02,1.0,2,3,1.0
NS00348,1,0.44,1.0,2,1.7,0,1.0,2,1.77,0.98,1.0,1,1.81,0.99,1.0,2,1.9,1,1.0,2,2,0.99,1.0,2,3,0.5
NS00349,1,0.69,1.0,2,1.81,0.87,1.0,2,0.57,1,1.0,2,0,0,1.0,1,1.93,0,1.0,2,1,1.0,1.0,2,3,1.0
NS00350,1,1,1.0,2,2,0.04,1.0,2,1.93,1,1.0,2,2,0.55,1.0,2,1.74,0,1.0,2,1,0.98,0.5,2,2,1.0
NS00351,2,0.71,1.0,2,1.9,0.74,1.0,1,1.86,0.88,1.0,1,2,0,1.0,2,2,0,1.0,1,2,0.99,1.0,1,2,0
NS00352,1,0.46,1.0,1,1,0,1.0,2,1.74,1,1.0,2,0,0.28,1.0,1,1.78,0.98,1.0,2,1,0,0.5,2,1,0.5
NS00353,2,0.65,1.0,2,1,0,0.5,2,1.92,1.0,1.0,2,2,0.96,1.0,2,1,0.59,1.0,2,1,0,0.5,2,4,0.5
NS00354,2,0.89,1.0,2,2,1,1.0,2,1.7,0.87,1.0,2,0.43,0.46,1.0,1,1,0.84,1.0,2,1.84,0.03,1.0,2,4,0
NS00355,1,0.52,1.0,2,2,1,1.0,2,1.84,0.81,1.0,2,0.49,0.36,1.0,2,1,1,1.0,2,0.55,0,1.0,2,1,1.0
NS00356,1.81,0.24,1.0,2,1,0.4,1.0,2,1.78,0.47,1.0,2,0.36,0.86,1.0,2,2,0.05,1.0,2,1,0.59,1.0,2,4,1.0
NS00357,1,0.99,0.5,2,1.74,0.11,1.0,2,1,0.63,0.5,2,1,0,1.0,2,1,0.64,1.0,2,1,0,1.0,2,3,1.0
NS00358,1.7,0,1.0,2,2,0.25,1.0,2,1,0,0.5,2,2,0,1.0,2,1.9,0.99,1.0,2,1.81,0.89,1.0,2,2,1.0
NS00359,1,0.9,1.0,2,1,0.37,1.0,2,0.6,0.77,1.0,2,0.36,0.99,1.0,1,1,0.79,1.0,2,2,0.44,1.0,2,3,0.5
NS00360,1,0,0.5,2,2,1,1.0,2,2,0.99,1.0,2,1.9,1.0,1.0,2,1.84,0,1.0,1,1,1,0.5,2,3,1.0
NS00361,1,1,1.0,2,1,0.7,1.0,2,1.78,0.96,1.0,2,1.77,0.89,1.0,2,1,0.96,1.0,2,1.88,0.98,1.0,2,3,1.0
NS00362,1,1,1.0,2,1,0.92,1.0,2,1,0,1.0,2,0.37,0.53,1.0,2,0.43,0,1.0,2,1,0,0.5,2,3,0.5
NS00363,1.86,0,1.0,2,1,0.85,0.5,2,0.57,0.73,1.0,2,1,0,0.5,2,1.7,0.45,1.0,2,1,1.0,1.0,2,2,1.0
NS00364,2,1,1.0,2,2,0.31,0.5,2,1,0,1.0,2,2,0.96,1.0,2,1,0.39,0.5,2,1,0,1.0,1,4,0.5
NS00365,1,0.8,1.0,2,0.5,0.04,1.0,2,1.78,0.51,1.0,2,0.15,0,1.0,2,0.15,0,1.0,2,1,0,0.5,1,2,1.0
NS00366,1.78,1.0,1.0,2,1.78,1,1.0,2,1.7,0.53,1.0,2,1.7,1,1.0,2,1.88,0.94,1.0,2,1.81,0.57,1.0,2,5,1.0
NS00367,1,0.63,1.0,2,1,0,0.5,2,1,1,1.0,2,1.93,1.0,1.0,2,1,1,1.0,2,2,0,1.0,2,2,1.0
NS00368,1.81,0.57,1.0,2,1.92,0.52,1.0,2,1.7,0.99,1.0,2,1.7,0.9,1.0,2,1.77,0,1.0,2,2,0.67,1.0,1,2,1.0
NS00369,1,0.59,1.0,2,2,0.96,1.0,1,1,0,1.0,2,1,0,1.0,1,1.86,0,1.0,2,0.21,0.41,1.0,2,4,1.0
NS00370,1,0.6,1.0,2,0.66,1,1.0,2,1.88,0.16,1.0,2,1,0,1.0,1,2,0.56,1.0,2,0.6,0,1.0,1,2,0.5
NS00371,1.81,0.14,1.0,2,1,1,1.0,2,1.77,0.95,1.0,2,1,0.76,1.0,2,0.49,0,1.0,2,1.86,0,1.0,2,2,0
NS00372,2,0.79,1.0,2,1,0,1.0,2,1,0,1.0,2,2,0,1.0,2,1,1,1.0,2,1.99,1,1.0,2,2,0.5
NS00373,1,0.64,1.0,2,1,0.97,1.0,2,1,1,1.0,2,1.88,0.45,1.0,2,1,1,1.0,2,1,0.9,1.0,2,1,1.0
NS00374,1,0.78,1.0,2,1,1,1.0,2,1,1,1.0,2,1,0,0.5,2,1,0.9,1.0,2,1,0.93,1.0,2,3,1.0
NS00375,1.92,0.25,1.0,1,0.32,0,1.0,2,1.7,0.19,1.0,2,0.49,0.2,1.0,2,0.54,0,1.0,2,2,0.22,1.0,2,2,1.0
NS00376,1,0.92,1.0,2,1,0.53,0.5,2,1.81,0.99,1.0,2,1,0.23,1.0,2,1.9,1,1.0,2,1.78,0.95,1.0,2,2,0.5
NS00377,1.84,0.5,1.0,2,1,1,1.0,2,1.9,0.49,1.0,2,1,0,0.5,2,1,0,1.0,2,1.78,0.92,1.0,2,2,0
NS00378,1.77,0,1.0,1,1,0.52,1.0,2,1,0.26,1.0,2,1.78,1,1.0,1,1.7,0.48,1.0,2,0.43,0,1.0,2,4,1.0
NS00379,1,0,1.0,1,1,1,1.0,2,1,0,0.5,2,1.86,0.76,1.0,1,1.92,0.84,1.0,1,2,1.0,0.5,2,1,1.0
NS00380,2,0.99,1.0,2,1.99,1,1.0,2,2,1.0,1.0,2,1.92,1,1.0,2,1,0.46,1.0,2,1,0,1.0,2,2,1.0
NS00381,1,1.0,1.0,2,1,0,1.0,2,0.15,0.35,1.0,2,1,0.24,0.5,2,0.54,0,1.0,2,1,1,1.0,2,3,1.0
NS00382,1,1.0,1.0,2,1,0.76,0.5,2,1,0,1.0,2,0.19,0,1.0,2,1,1,1.0,2,1.77,0,1.0,1,1,1.0
NS00383,2,0.86,1.0,2,1,1,0.5,2,1,0,1.0,1,0.6,0.57,1.0,2,2,0.99,1.0,2,1,0.72,1.0,2,3,1.0
NS00384,1.88,0.96,1.0,1,1.92,0.02,1.0,2,0.49,0.26,1.0,2,1.77,0.81,1.0,1,2,0.64,1.0,2,0.43,0.25,1.0,2,1,1.0
NS00385,1.78,1,1.0,2,2,1.0,1.0,2,2,0.38,1.0,2,1,0.69,1.0,2,1,1,1.0,2,1,0,1.0,2,3,1.0
NS00386,1.9,0.9,1.0,2,1.88,0.73,1.0,2,1,0,1.0,2,1,0,1.0,2,0.6,0,1.0,1,1.7,0.97,1.0,2,3,1.0
NS00387,2,0,1.0,2,1,0.09,1.0,2,1.88,0,1.0,2,2,0.99,1.0,2,1.93,0,0.5,2,1,1,1.0,2,3,1.0
NS00388,1.9,1.0,1.0,2,1,0,1.0,2,1.78,0.35,1.0,2,2,0.91,1.0,2,1.81,0.15,1.0,2,1.99,0.98,0.5,1,2,1.0
NS00389,1,0,1.0,2,2,0.21,1.0,2,1,0,1.0,2,1,1,1.0,2,2,0.9,1.0,2,2,0.84,1.0,2,4,1.0
NS00390,0.24,0,1.0,2,1,0,1.0,2,1.86,0.87,1.0,2,2,0,1.0,2,1.88,0.58,1.0,2,1,1,1.0,2,1,0.5
NS00391,1,1,1.0,2,0.67,0,1.0,1,1,0,1.0,2,0.43,0.82,1.0,2,1,0,0.5,2,1,0.47,0.5,2,2,1.0
NS00392,1,0,1.0,2,1,1.0,1.0,2,1,0,1.0,2,1.81,1,1.0,1,1,0.7,1.0,2,1,1,1.0,2,1,1.0
NS00393,1,0,1.0,2,1,1,1.0,1,1,0,1.0,2,1,0.08,1.0,2,1,0,1.0,2,2,0.32,1.0,1,3,1.0
NS00394,1,0,1.0,2,2,0.86,1.0,2,1.74,0.96,1.0,2,1.7,0.46,1.0,2,1,0.88,1.0,2,0.49,0,1.0,2,3,0
NS00395,1.93,0.43,1.0,2,1,0,1.0,2,1.84,1.0,1.0,2,1.7,0.9,1.0,2,0.21,0,1.0,2,2,0,1.0,2,2,1.0
NS00396,1,0.9,1.0,1,0.43,0.81,1.0,2,0.32,0,1.0,2,1.84,0.87,1.0,2,1,0,0.5,2,1,0.98,1.0,1,1,0.5
NS00397,2,0.36,1.0,1,0.62,0.25,1.0,2,1.86,0.74,1.0,1,0.21,1,1.0,2,1,1,1.0,2,2,0,1.0,2,2,0.5
NS00398,1,0.88,0.5,2,2,0.3,0.5,2,1,0,0.5,2,1.7,0.99,1.0,2,1,0,1.0,2,1,0.99,1.0,2,3,1.0
NS00399,2,0,1.0,2,2,0,1.0,2,2,0,1.0,1,1,0.98,1.0,1,1.9,0.88,1.0,2,1,0,1.0,2,3,1.0
NS00400,2,1,1.0,1,2,0,1.0,1,1,0,0.5,2,1,0,0.5,2,1.99,1,1.0,2,0,0,1.0,2,2,1.0
NS00401,1.78,1,1.0,2,1,0.89,1.0,2,2,1.0,1.0,2,0.66,0.52,1.0,2,1,0.99,1.0,2,1,0.11,1.0,2,3,1.0
NS00402,1,0.84,1.0,1,1.9,0.73,1.0,2,1,0,1.0,2,1,0.86,1.0,2,0.67,0,1.0,2,1.99,1,1.0,2,2,0.5
NS00403,1.7,0,1.0,2,1,0.73,1.0,2,1,0.81,1.0,2,1,0,1.0,2,2,0.97,1.0,2,0.67,0,1.0,2,3,1.0
NS00404,1.78,0.96,1.0,2,1.92,0.61,1.0,2,2,0.88,1.0,2,1.99,0,1.0,2,1,0.85,1.0,1,1,0,1.0,2,4,1.0
NS00405,1.74,0,1.0,2,1,0.48,1.0,2,1.81,0.89,1.0,2,0.55,1.0,1.0,2,2,0.03,1.0,2,0.6,0,1.0,2,1,1.0
NS00406,1,0.07,1.0,2,1,0,1.0,2,0.36,1,1.0,2,1,0,1.0,2,1,1.0,1.0,2,1,0.92,1.0,2,3,1.0
NS00407,1,0,0.5,2,1,0.68,1.0,2,1,0.0,1.0,2,0.57,0.93,1.0,2,1,0.26,1.0,2,1,0.87,1.0,2,2,1.0
NS00408,1,0.48,1.0,2,2,0.69,1.0,2,1,0.62,0.5,2,0.3,0.59,1.0,2,1,0,1.0,2,0.06,0,1.0,1,3,1.0
NS00409,1,0,0.5,2,1.9,0.99,0.5,2,1,0,1.0,2,1.74,0.93,1.0,1,1,1,1.0,2,1.93,0,1.0,2,4,1.0
NS00410,2,0.73,1.0,2,2,0.38,1.0,2,1,0,1.0,2,2,1,1.0,2,1,0,1.0,1,2,0.78,1.0,2,3,0.5
NS00411,1,0.96,1.0,2,1.7,0,1.0,2,2,0.1,1.0,2,1.88,0,1.0,2,2,1,1.0,2,1.99,0.99,1.0,2,2,0
NS00412,1.99,0.71,1.0,2,2,1,1.0,2,2,1,1.0,2,1,0,0.5,2,1,0,1.0,1,1,0.19,1.0,1,2,0.5
NS00413,1,0.93,1.0,2,2,0.42,1.0,1,2,0.73,1.0,2,1,0,1.0,2,1,0,1.0,2,1,0.91,1.0,2,2,0.5
NS00414,1.7,0.75,1.0,1,1,0.76,0.5,1,1,0,1.0,2,1,0.63,1.0,2,1.93,0,1.0,2,1.84,0,1.0,2,4,1.0
NS00415,2,0.87,1.0,2,0.62,0,1.0,1,0.55,0.82,1.0,2,1,0.05,1.0,2,1.99,1,1.0,2,1,1.0,1.0,1,2,0.5
